Ear,Time
0.37735122887417794,21:33:12
0.43000105477734457,21:33:12
0.3920430546100511,21:33:12
0.1892955229164678,21:33:13
0.4027297777415527,21:33:13
0.4027297777415527,21:33:13
0.38763746672201155,21:33:13
0.4023927787124126,21:33:13
0.40371936273037035,21:33:13
0.40371936273037035,21:33:13
0.38617282062354175,21:33:13
0.3667157155355028,21:33:13
0.3667157155355028,21:33:13
0.37877700953928506,21:33:14
0.37735122887417794,21:33:14
0.41109724866748504,21:33:14
0.41109724866748504,21:33:14
0.40371936273037035,21:33:14
0.4027297777415527,21:33:14
0.4027297777415527,21:33:14
0.39989702007801314,21:33:14
0.3816861522332101,21:33:14
0.4010634070229114,21:33:14
0.4010634070229114,21:33:14
0.37735122887417794,21:33:15
0.37877700953928506,21:33:15
0.37877700953928506,21:33:15
0.4010634070229114,21:33:15
0.39071124686535175,21:33:15
0.39071124686535175,21:33:15
0.390617273944944,21:33:15
0.414009345590327,21:33:15
0.4146346848997584,21:33:15
0.4146346848997584,21:33:15
0.37890429494832917,21:33:15
0.37890429494832917,21:33:16
0.3603885124138669,21:33:16
0.3816225421267043,21:33:16
0.3891021128204814,21:33:16
0.38096486476828734,21:33:16
0.38096486476828734,21:33:16
0.39013318207029407,21:33:16
0.39013318207029407,21:33:16
0.40689105960926186,21:33:16
0.39315235840584223,21:33:16
0.39315235840584223,21:33:16
0.38235757158711164,21:33:17
0.38601075237738275,21:33:17
0.21278320161320224,21:33:17
0.21278320161320224,21:33:17
0.3687825524860842,21:33:17
0.3687825524860842,21:33:17
0.2979383556775891,21:33:18
0.2979383556775891,21:33:18
0.25806451612903225,21:33:18
0.25806451612903225,21:33:18
0.26666666666666666,21:33:18
0.26666666666666666,21:33:18
0.22695270664299155,21:33:18
0.3333333333333333,21:33:22
0.3333333333333333,21:33:22
0.2762792322870635,21:33:22
0.25182262437346936,21:33:23
0.28195860871805883,21:33:23
0.23851779835225423,21:33:24
0.2827234109151618,21:33:24
0.2827234109151618,21:33:24
0.2775038351295024,21:33:24
0.28382955693086415,21:33:25
